Date,Days since collection,Site,Temperature treatment,pH treatment,Actual temperature experiment tank,Actual pH experiment tank,Actual temperature PAM tank,Actual pH PAM tank,Replicate,Respirometry channel,Respiration rate,Gross photosynthesis,Net photosynthesis,Alpha,rETRmax,Ik,Fv/Fm,NPQ630,Comments
6/30/22,3,Whidbey Island,5,7.4,8.4,7.268985447,8.1,7.19115294,4,7,-0.180824869,2.287756023,2.468580893,0.268,12.76,47.699,0.773,0.288,
6/30/22,3,Whidbey Island,5,7.4,8.4,7.268985447,8.1,7.19115294,5,8,-0.196030145,5.334879868,5.530910013,0.198,11.062,56,0.781,0.139,
6/30/22,3,Whidbey Island,5,7.4,8.4,7.268985447,8.1,7.19115294,6,9,-0.26697169,5.136684685,5.403656375,0.204,8.052,39.472,0.776,0.258,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,1,2,-0.376023665,1.821021303,2.197044968,0.358,13.14,36.737,0.753,0.113,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,2,4,-0.276909199,1.261790099,1.538699298,0.349,11.56,33.131,0.763,0.31,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,3,5,-0.214836902,1.905955204,2.120792105,0.268,13.007,48.486,0.762,0.137,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,4,7,-0.25750026,0.859999536,1.117499796,0.285,10.322,36.234,0.759,0.13,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,5,8,-0.22972631,2.918359925,3.148086235,0.324,15.844,48.901,0.778,0.198,
6/30/22,3,Whidbey Island,5,7.7,8.2,7.812760901,9.2,7.581164771,6,9,-0.15477055,1.655345604,1.810116154,0.23,11.722,51.066,0.772,0.542,Was only in trmt for 5 mins before PAM
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,1,2,-0.342035948,3.81135767,4.153393618,0.273,15.456,56.604,0.751,0.487,
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,2,4,-0.278398048,2.430293924,2.708691972,0.265,9.688,36.56,0.763,0.33,
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,3,5,-0.316135925,1.740839385,2.05697531,2.388,9,3.769,0.756,0.218,
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,4,7,-0.240667837,2.99760716,3.238274997,1.846,7.2,3.901,0.768,0.194,
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,5,8,-0.330900937,2.339763356,2.670664292,2.209,7.7,3.486,0.768,0.334,
6/29/22,2,Whidbey Island,5,8,7.2,8.038461495,7.4,8.017533404,6,9,-0.230176197,3.235447213,3.465623411,0.358,9.628,26.91,0.754,0.418,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,1,2,-0.533428551,6.4333491,6.966777651,0.228,19.082,83.702,0.763,0.308,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,2,4,-0.393257186,6.365545744,6.758802931,0.236,16.625,70.518,0.769,0.647,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,3,5,-0.325252652,6.19459284,6.519845491,0.262,16.199,61.767,0.752,0.565,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,4,7,-0.715420784,6.762235253,7.477656037,0.161,12.346,76.912,0.748,0.451,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,5,8,-0.560243204,7.489857048,8.050100252,0.17,12.287,72.215,0.747,0.835,
6/28/22,1,Whidbey Island,10,7.4,10.6,7.359550924,10.05,7.283083586,6,9,-0.313649009,6.701781007,7.015430016,0.21,12.277,58.394,0.772,0.425,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,1,2,-0.196854884,2.928923634,3.125778519,0.334,12.293,36.819,0.74,0.444,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,2,4,-0.221759617,4.801697258,5.023456875,0.298,12.981,43.541,0.75,0.573,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,3,5,-0.182269472,3.000612797,3.182882269,0.196,11.99,61.295,0.763,0.612,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,4,7,-0.331445999,3.858205508,4.189651506,0.403,9.667,23.96,0.739,0.499,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,5,8,-0.266532044,4.131119121,4.397651165,0.248,10.248,41.264,0.765,0.231,
6/29/22,2,Whidbey Island,10,7.7,9.1,7.808088671,9.7,7.424990071,6,9,-0.185245094,4.729309138,4.914554231,0.309,13.741,44.511,0.775,0.41,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,1,2,-0.292103088,3.007458276,3.299561365,0.202,16.49,81.543,0.74,1.454,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,2,4,-0.410984532,2.651591385,3.062575917,0.249,14.983,60.057,0.741,0.978,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,3,5,-0.43488383,4.124292667,4.559176497,0.266,7.974,29.967,0.76,0.984,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,4,7,-0.278089409,2.966400658,3.244490067,0.179,13.332,74.683,0.76,1.358,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,5,8,-0.466848194,5.108456948,5.575305142,0.219,10.286,46.975,0.768,0.91,
6/28/22,1,Whidbey Island,10,8,9.8,8.047587855,10.2,8.04962613,6,9,-0.319784049,2.621000148,2.940784197,0.218,7.282,33.329,0.747,0.812,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,1,2,-0.251042798,6.574917872,6.82596067,0.257,29.724,115.579,0.769,0.598,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,2,4,-0.285416956,6.463876169,6.749293124,0.251,27.777,110.522,0.771,0.813,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,3,7,-0.260663898,8.258530783,8.519194681,0.212,28.256,132.971,0.755,0.827,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,4,8,-0.350546752,5.985151678,6.33569843,0.268,28.053,104.716,0.766,0.89,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,5,2,-0.283249906,6.162157599,6.445407505,0.309,22.676,73.493,0.772,0.497,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,14.9,7.333057113,6,4,-0.23203002,5.479380193,5.711410213,0.269,25.096,93.328,0.765,0.534,
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,15,7.658173086,7,7,-0.263292413,NA,NA,0.246,29.523,119.875,0.755,0.758,Respirometer didn't record channel 7 for some reason
7/31/22,3,Whidbey Island,15,7.4,15.4,7.358228084,15,7.658173086,8,8,-0.186179212,6.807160505,6.993339718,0.252,25.547,101.298,0.776,0.566,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,1,2,-0.184413763,3.302142745,3.486556509,0.251,19.637,78.378,0.724,0.915,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,2,4,-0.168367145,4.362821115,4.53118826,0.307,17.725,57.667,0.758,0.418,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,3,5,-0.251865141,-0.06941443,0.182450711,0.285,13.831,48.57,0.746,0.362,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,4,7,-0.237947873,6.155072209,6.393020082,0.193,11.322,58.725,0.761,0.42,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,5,8,-0.168189301,4.231566946,4.399756246,0.237,15.019,63.356,0.76,0.68,
7/16/22,3,Whidbey Island,15,7.7,15.5,7.65978448,15,7.658173086,6,9,-0.12814098,4.704126398,4.832267379,0.23,9.209,40.004,0.762,0.549,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,1,2,-0.174672447,5.354995571,5.529668018,0.265,16.666,62.906,0.737,0.171,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,2,4,-0.180792641,2.668620332,2.849412973,0.311,12.724,40.895,0.762,0.544,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,3,5,-0.178552671,4.716341036,4.894893707,0.458,9.37,20.46,0.762,0.446,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,4,7,-0.155946121,3.757090297,3.913036418,0.31,10.887,35.124,0.766,0.518,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,5,8,-0.151741401,4.662318861,4.814060263,0.292,12.364,42.36,0.765,0.274,
7/16/22,3,Whidbey Island,15,8,14.45,8.031160542,15.3,8.037027531,6,9,-0.283018541,5.373695758,5.6567143,0.218,12.537,57.46,0.774,0.277,
7/31/22,3,Whidbey Island,15,8,13.8,7.981580212,14.3,8.023097805,7,2,-0.376082039,4.032062831,4.40814487,0.267,21.926,82.099,0.755,0.768,
7/31/22,3,Whidbey Island,15,8,13.8,7.981580212,14.3,8.023097805,8,4,-0.208105604,7.573081928,7.781187531,0.262,18.686,71.305,0.752,0.576,
7/31/22,3,Whidbey Island,15,8,13.8,7.981580212,14.3,8.023097805,9,7,-0.210401361,3.338256616,3.548657977,0.249,17.246,69.268,0.742,0.902,
7/31/22,3,Whidbey Island,15,8,13.8,7.981580212,14.3,8.023097805,10,8,-0.164302983,6.664840615,6.829143599,0.251,22.161,88.405,0.784,1.03,Only in trmt for a few minutes before PAMming
7/29/22,1,Whidbey Island,20,7.4,20.3,7.338563879,20,7.320821143,1,2,-0.572615494,5.883785212,6.456400706,0.257,30.603,119.191,0.725,2.025,
7/29/22,1,Whidbey Island,20,7.4,20.3,7.338563879,20,7.320821143,2,4,-0.52979768,4.626353568,5.156151248,0.248,31.649,127.487,0.731,1.805,
7/29/22,1,Whidbey Island,20,7.4,20.3,7.338563879,20,7.320821143,3,7,-0.540895556,5.634501164,6.175396721,0.234,33.953,145.332,0.692,2.425,
7/29/22,1,Whidbey Island,20,7.4,20.3,7.338563879,20,7.320821143,4,8,-0.425215574,5.831726295,6.256941869,0.206,37.856,183.984,0.717,2.478,
7/30/22,2,Whidbey Island,20,7.4,20.3,7.326135396,20.2,7.355013731,5,2,-0.420882456,5.008720929,5.429603385,0.262,23.883,91.004,0.737,2.26,
7/30/22,2,Whidbey Island,20,7.4,20.3,7.326135396,20.2,7.355013731,6,4,-0.367041466,4.262334575,4.629376041,0.237,31.418,132.419,0.729,2.034,
7/30/22,2,Whidbey Island,20,7.4,20.3,7.326135396,20.2,7.355013731,7,7,-0.516059817,6.121163568,6.637223386,0.265,29.43,111.112,0.738,1.998,
7/30/22,2,Whidbey Island,20,7.4,20.3,7.326135396,20.2,7.355013731,8,8,-0.456881025,9.970363244,10.42724427,0.215,30.269,140.474,0.719,1.691,
7/29/22,1,Whidbey Island,20,7.7,19.7,7.583969269,19.5,7.641974651,1,2,-0.432820384,6.010977759,6.443798144,0.22,27.603,125.238,0.722,2.27,
7/29/22,1,Whidbey Island,20,7.7,19.7,7.583969269,19.5,7.641974651,2,4,-0.337905918,5.08317975,5.421085668,0.247,24.882,100.887,0.726,2.353,
7/29/22,1,Whidbey Island,20,7.7,19.7,7.583969269,19.5,7.641974651,3,7,-0.660741864,6.783299388,7.444041252,0.232,25.517,109.758,0.724,2.292,
7/29/22,1,Whidbey Island,20,7.7,19.7,7.583969269,19.5,7.641974651,4,8,-0.48576699,5.861923656,6.347690645,0.215,34.833,161.815,0.721,3.123,
7/30/22,2,Whidbey Island,20,7.7,19.6,7.649673999,20,7.628007427,5,2,-0.31313486,7.301581827,7.614716687,0.263,29.166,110.731,0.743,1.225,
7/30/22,2,Whidbey Island,20,7.7,19.6,7.649673999,20,7.628007427,6,4,-0.373087831,4.668093869,5.0411817,0.266,26.851,100.977,0.738,2.624,
7/30/22,2,Whidbey Island,20,7.7,19.6,7.649673999,20,7.628007427,7,7,-0.385693086,5.839139789,6.224832875,0.214,25.831,120.977,0.727,1.792,
7/30/22,2,Whidbey Island,20,7.7,19.6,7.649673999,20,7.628007427,8,8,-0.477320185,6.611688276,7.089008461,0.279,25.249,90.565,0.745,2.361,
7/29/22,1,Whidbey Island,20,8,19.475,7.986967093,20,7.994600293,1,2,-0.404156367,4.611299093,5.01545546,0.209,31.245,149.846,0.716,3.282,
7/29/22,1,Whidbey Island,20,8,19.475,7.986967093,20,7.994600293,2,4,-0.541097149,5.635855047,6.176952197,0.254,17.673,69.559,0.722,2.862,
7/29/22,1,Whidbey Island,20,8,19.475,7.986967093,20,7.994600293,3,7,-0.435732101,4.617484064,5.053216164,0.248,19.732,79.71,0.727,2.58,
7/29/22,1,Whidbey Island,20,8,19.475,7.986967093,20,7.994600293,4,8,-0.58064266,4.760966486,5.341609146,0.32,14.551,45.436,0.747,1.763,
7/30/22,2,Whidbey Island,20,8,19.4,7.985586925,19.65,8.006715853,5,2,-0.508085538,5.739904274,6.247989812,0.242,19.71,81.492,0.737,1.325,
7/30/22,2,Whidbey Island,20,8,19.4,7.985586925,19.65,8.006715853,6,4,-0.433230216,4.634570308,5.067800523,0.236,24.673,104.624,0.741,1.065,
7/30/22,2,Whidbey Island,20,8,19.4,7.985586925,19.65,8.006715853,7,7,-0.541978162,3.285747955,3.827726118,0.242,14.59,60.347,0.711,1.772,
7/30/22,2,Whidbey Island,20,8,19.4,7.985586925,19.65,8.006715853,8,8,-0.53875333,4.70353964,5.24229297,0.221,18.14,82.073,0.694,3.114,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,1,2,-0.457970337,4.703027597,5.160997934,0.236,25.646,108.832,0.648,1.443,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,2,4,-0.319234031,3.998448925,4.317682956,0.216,30.6,141.41,0.671,2.136,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,3,5,-0.350923017,5.538953876,5.889876893,0.192,25.282,131.503,0.663,0.994,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,4,7,-0.340512696,3.820560083,4.161072779,0.23,27.247,118.278,0.666,1.309,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,5,8,-0.394642909,3.538138437,3.932781345,0.242,30.112,124.246,0.66,1.698,
7/16/22,3,Whidbey Island,25,7.4,25,7.254003781,24.8,7.212727388,6,9,-0.323080948,3.713546672,4.03662762,0.208,28.838,138.886,0.668,1.171,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,1,2,-0.440778282,2.706036878,3.146815161,0.216,23.5,108.806,0.647,2.19,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,2,4,-0.541265537,3.961498211,4.502763748,0.204,17.398,85.231,0.659,1.253,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,3,5,-0.599578986,7.917359254,8.51693824,0.191,18.913,99.057,0.662,1.585,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,4,7,-0.606606388,4.554524841,5.161131229,0.225,17.406,77.491,0.663,1.475,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,5,8,-0.534462387,3.220492546,3.754954933,0.2,18.453,92.219,0.655,1.965,
7/15/22,2,Whidbey Island,25,7.7,25.6,7.607325317,25,7.583779093,6,9,-0.460757525,3.265799808,3.726557333,0.226,23.409,103.674,0.638,2.118,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,1,2,-0.52557967,4.553632617,5.079212287,0.214,17.719,82.94,0.658,2.005,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,2,4,-0.551774444,4.953628547,5.505402991,0.197,16.563,84.075,0.628,1.432,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,3,5,-0.661300473,5.162207947,5.82350842,0.261,12.989,49.726,0.671,1.804,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,4,7,-0.729795658,4.328480421,5.058276078,0.257,12.092,47.021,0.661,2.042,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,5,8,-0.437620164,2.689021042,3.126641206,0.198,13.119,66.156,0.664,1.779,
7/15/22,2,Whidbey Island,25,8,24.8,7.958688365,25.3,8.005022798,6,9,-0.431254995,3.206630915,3.63788591,0.247,14.16,57.349,0.683,1.934,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,1,2,-0.569336561,-0.766196738,-0.196860177,0.178,26.052,146.158,0.594,0.354,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,2,4,-0.609610043,-0.668525676,-0.058915634,0.188,29.22,155.225,0.594,0.337,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,3,5,-0.936672427,-1.121702183,-0.185029756,0.192,33.188,173.265,0.595,0.266,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,4,7,-0.826841388,-0.941841092,-0.114999703,0.173,25.288,146.472,0.56,0.235,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,5,8,-0.490004927,-0.834886847,-0.34488192,0.187,24.081,128.901,0.61,0.172,
7/15/22,2,Whidbey Island,30,7.4,29.55,7.30503142,29.6,7.302689506,6,9,-0.68717149,-0.937550635,-0.250379144,0.146,20.329,139.049,0.471,0.106,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,1,2,-0.814349266,-1.150889213,-0.336539947,0.197,33.173,168.494,0.599,0.167,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,2,4,-0.53287278,-0.635204986,-0.102332206,0.18,32.217,178.969,0.544,0.229,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,3,5,-0.488960762,-0.64747276,-0.158511998,0.171,31.132,182.023,0.54,0.189,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,4,7,-0.66154824,-1.017898606,-0.356350366,0.168,26.822,159.821,0.532,0.162,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,5,8,-0.728201216,-0.997024403,-0.268823187,0.189,28.973,153.239,0.57,0.23,
7/14/22,1,Whidbey Island,30,7.7,30,7.565334055,29.7,7.541088416,6,9,-0.837297818,-1.648669453,-0.811371634,0.204,19.683,96.526,0.597,0.259,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,1,2,-1.162649502,-1.334531838,-0.171882336,0.173,23.59,136.542,0.506,0.15,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,2,4,-0.702344495,-0.846462441,-0.144117947,0.164,21.362,130.012,0.506,0.151,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,3,5,-0.601829857,-0.99856554,-0.396735684,0.155,22.292,143.847,0.489,0.272,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,4,7,-0.935391323,-1.013972701,-0.078581378,0.194,21.937,113.049,0.56,0.121,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,5,8,-0.764586839,-0.267229811,0.497357029,0.143,20.718,145.252,0.472,0.13,
7/14/22,1,Whidbey Island,30,8,29.15,7.9788233,29.9,7.999239205,6,9,-0.583539258,-0.974955146,-0.391415888,0.14,24.013,171.456,0.461,0.103,